D000034894,0,John Kerry for Senate
D000019639,1898,Norfolk Southern
,12037,FAIR PUBLIC POLICY COALITION
D000000168,17323,Southern Co
,15078,PHILADELPHIA TRIAL LAWYERS ASSOCIATION
D000021791,3841,HSBC Holdings
D000000227,0,News Corp
D000000189,1569,International Longshoremens Assn
D000000419,1261,Home Depot
D000000293,119,American College of Emergency Physicians
,15788,"SCARNATI, FRIENDS OF JOE"
D000000148,735,CSX Corp
,14920,PARKS MEDICAL ELECTRONICS
D000022607,17056,WELLPOINT INC
,12952,HOUSE DEMOCRATIC CAMPAIGN CMTE OF WASHINGTON
D000021959,0,Deutsche Bank AG
D000000531,3728,FirstEnergy Corp
D000021829,121,American College of Radiology
D000021972,11908,Elliott Management
D000000161,4756,Waste Management Inc
D000028866,2292,Safeco Insurance
D000000123,147,American International Group
D000000480,2868,Williams Companies
D000022211,0,Rangel for Congress 2000
D000024044,9986,AMERICANS FOR JOB SECURITY
D000022143,1864,Nationwide
,9184,TEXANS FOR INSURANCE REFORM
,14468,NEW JERSEY ASSEMBLY REPUBLICAN MAJORITY
,14423,NATIONAL ORGANIZATION FOR MARRIAGE
D000021826,0,American Assn of Orthopaedic Surgeons
D000022300,0,US Government
D000033310,0,Durbin for Congress Cmte
D000022249,15944,Sidley Austin LLP
D000000398,2116,Progress Energy
,4831,ILLINOIS SENATE DEMOCRATIC FUND
D000045141,4955,WASHINGTON STATE REPUBLICAN PARTY
D000000569,4065,Mayer Brown LLP
D000025375,4816,FLORIDA DEMOCRATIC PARTY
D000000811,1449,Kirkland & Ellis
,4843,LOUISIANA REPUBLICAN PARTY
D000039753,16150,STANFORD LINEAR ACCELERATOR CENTER
,11739,"DOLAN, FRIENDS OF MATTHEW"
D000000536,13587,Latham & Watkins
D000044992,13890,Malrite Co
D000000337,682,Contran Corp
D000000160,4122,National Fedn of Independent Business
D000000682,126,American Council of Engineering Cos
D000044747,11045,Childrens Hospital Los Angeles
D000022126,0,Nancy Pelosi for Congress
D000033861,11144,Friends of Jim Clyburn
D000021918,6298,Clear Channel Communications
D000000606,1809,Natl Assn Real Estate Investment Trusts
D000044836,3664,Fieldstead & Co
,15724,SAN DIEGO READER
D000000501,2079,PMA Group
,15446,RENDELL FOR GOVERNOR
,11178,CMTE TO PROTECT CALIFORNIAS FUTURE
D000022260,2419,"Sonnenschein, Nath & Rosenthal"
D000000574,192,AmeriPAC: The Fund for a Greater America
D000000619,9099,Target Corp
D000000205,6733,Fannie Mae
D000000299,11935,Energy Future Holdings Corp
D000028677,4936,TEXAS REPUBLICAN PARTY
D000000652,1277,Humana Inc
D000020867,4713,NEW YORK STATE TRIAL LAWYERS
D000000198,1650,Massachusetts Mutual Life Insurance
D000000421,1255,Hogan & Hartson
D000025670,11914,Embarq Corp
D000000352,519,Caterpillar Inc                         
D000000178,2633,Transport Workers Union
D000021838,171,American Resort Development Assn
D000027678,14273,Mitch for Governor
D000000422,4211,Oracle Corp
D000000750,0,Stanford University
D000000282,1194,Harrah's Entertainment
D000000296,2938,Aetna Inc
D000000786,18,Accenture
,10261,"BASNIGHT CAMPAIGN, MARC"
D000000804,1325,Intel Corp
D000044934,13240,Jacobs Entertainment
D000045135,4841,Republican Party of Kentucky
,11633,DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION
D000000613,2567,TECO Energy
D000022108,1692,Medco Health Solutions
D000021970,11853,eBay Inc
D000042474,15580,Roche Holdings
D000023660,9287,URS Corp
D000000184,334,Bear Stearns
D000000720,13037,IBM Corp
,2941,BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA
D000034929,1401,Jones Day
D000000141,2124,Prudential Financial
D000000390,914,ENTERPRISE RENT-A-CAR
D000000583,285,BAE Systems
D000023342,16773,US Army
D000022163,4148,Novartis AG
D000000298,164,American Physical Therapy Assn
,7124,HOUSE REPUBLICAN ORGANIZATION OF ILLINOIS
D000022252,8909,Simmons Cooper LLC
D000000356,2882,Wine & Spirits Wholesalers of America
D000022332,9581,Zurich Financial Services
D000000508,559,Chartwell Partners
D000000182,1025,Ford Motor Co                           
D000033894,0,Friends of Senator Carl Levin
D000000172,0,Metlife Inc
D000000229,15851,Securities Industry & Financial Mkt Assn
D000021907,0,Cerberus Capital Management
D000000414,555,Charles Schwab & Co
D000020856,8403,Peabody Energy
D000034054,12456,Gill Foundation
D000000507,1940,O'Melveny & Myers
D000029736,2774,Walgreen Co
D000022234,2293,Safeway Inc
D000034986,7337,Kaiser Permanente
D000031397,9894,Alida Messinger Charitable Lead Trust
D000000225,13704,Limited Brands
D000000309,1773,Mortgage Bankers Assn
D000037247,15629,"Rothstein, Rosenfeldt & Adler"
D000044766,11294,Compassion & Choices
D000000349,0,American Assn of Nurse Anesthetists
,16161,STARS OVER TEXAS PAC
D000044971,13655,Lemelson Vineyards
D000000155,1087,General Motors
D000000284,2904,Wyeth
,7132,HUDSON COUNTY DEMOCRATIC ORGANIZATION
D000000464,0,Sullivan & Cromwell
D000000209,2690,United Technologies
D000000373,1669,McDonald's Corp
D000000535,11860,DISH Network
D000021757,10348,Berkshire Hathaway
D000021890,0,Capital Group Companies
D000042670,12791,HEB Grocery
,10641,"BUDISH, FRIENDS OF ARMOND"
,13195,IOWA SENATE DEMOCRATIC MAJORITY FUND
,6150,CALIFORNIA STATE ASSOCIATION OF COUNTIES
D000023666,609,CME Group
D000000914,4068,CALIFORNIA MEDICAL ASSOC
D000000369,15699,SAIC Inc
D000021765,1700,Bank of New York Mellon
D000021998,0,Friends of Rahm Emanuel
D000000217,131,American Express
D000022292,0,UNITE HERE                              
D000021859,10200,Bain Capital
D000000465,1026,Forest City Enterprises
D000020872,17000,WASHINGTON STATE TRIAL LAWYERS ASSOC
D000020522,4077,ILLINOIS STATE MEDICAL SOCIETY
D000023761,33,Advance America Cash Advance Centers
D000031038,2849,White Hat Management
D000045116,4414,Professional Engineers In California
D000023888,5745,Ameren Corp
D000023649,574,Chickasaw Nation
D000033879,0,Friends of Mark Warner
D000000179,2446,Sprint Nextel
D000000358,0,KKR & Co
D000000262,0,Investment Co Institute
D000028376,2067,Pioneer Natural Resources USA
D000000413,0,Freedom Project
,12726,"HARRIS, CMTE TO ELECT BILL"
D000021815,0,Allianz
D000000202,1816,National Assn of Broadcasters
D000000154,0,American Academy of Ophthalmology
D000000255,913,Entergy Corp
D000000206,1926,Occidental Petroleum
D000021034,4867,MISSOURI DEMOCRATIC PARTY
D000045053,14593,Noble Energy
D000025682,11934,EnCana Oil & Gas USA
D000022621,11907,ELLIOT ASSOCIATES
,12168,FLORIDA FAMILY ACTION
D000034072,1119,Glenwood Management
D000000408,1396,Deere & Co
D000021855,282,AXA
D000021927,0,Columbia University
D000031468,113,American Cancer Society
D000000095,0,American Institute of CPAs
,4887,SENATE REPUBLICAN MAJORITY
,10271,"BAUER FOR STATE REPRESENTATIVE, PAT"
D000030936,2803,Watts Law Firm
D000022261,2421,Sony Corp
D000022103,14043,"McGuire, Woods et al"
,12498,GOLDEN MARDI GRAS CASINO
D000031041,2850,White Mountains Insurance Group
D000026820,1389,JM Family Enterprises
D000000552,14892,Paloma Partners
,4875,NORTH CAROLINA DEMOCRATIC SENATE CMTE
D000021897,0,Cassidy & Assoc/Interpublic Group
D000021975,0,Every Republican is Crucial PAC
D000045128,15435,Reisung Enterprises
D000000283,0,National Venture Capital Assn
D000023642,2751,Viejas Band of Kumeyaay Indians
D000025390,4850,MASSACHUSETTS DEMOCRATIC PARTY
D000000675,6035,Blue Dog PAC
D000000272,1639,Marriott International
D000027966,14484,New Majority Cmte
,4241,PENNSYLVANIA FUTURE FUND
D000022280,16531,The Villages
D000021766,1095,Genworth Financial
D000025490,793,Diageo PLC
D000000495,860,DuPont Co
D000000794,2144,Qualcomm Inc
D000021942,11412,Covington & Burling
D000022272,16334,T-Mobile USA
D000024255,10232,Barclays
D000000686,1109,"Gibson, Dunn & Crutcher"
D000022262,2433,Southern Wine & Spirits
D000000339,145,American Insurance Assn
D000021883,427,Bryan Cave LLP
D000028663,4886,NEW JERSEY REPUBLICAN PARTY
D000000533,4140,"Nix, Patterson & Roach"
D000000119,747,Dairy Farmers of America
D000023652,2303,San Manuel Band of Mission Indians
D000027255,13724,Locke Lord Bissell & Liddell LLP
D000033276,0,Dreier for Congress Cmte
D000021817,9927,Alston & Bird
D000000789,0,National Leadership PAC
D000025214,741,CVS/Caremark Corp
D000000810,500,Carlyle Group
D000022243,15843,Searchlight Leadership Fund
D000042214,0,Crawford Group
D000035057,0,Kennedy for Senate 2012                 
D000030665,16753,University of Louisville
D000000492,548,CH2M HILL
D000000540,629,College of American Pathologists
D000045022,14351,MPI Research
D000021746,428,"Buchanan, Ingersoll & Rooney"
,14803,OREGON DEATH WITH DIGNITY FUND
D000000411,1835,National Electrical Contractors Assn
D000022322,0,Wilmerhale Llp
D000000628,0,US Dept of Justice
D000021943,725,Crow Holdings
D000022273,16375,TCW Group
D000000355,1778,Motorola Inc
D000034474,12847,Hillco Partners
D000000276,2865,Williams & Jensen
D000021860,3200,Baker Botts LLP
D000028825,0,Royal Bank of Scotland
,16469,TEXAS PARENT PAC
D000000244,1625,Marathon Oil
D000022313,2796,Waters & Kraus
D000021881,0,BRIDGE PAC
D000031042,2851,Whiteco Industries
D000000353,2753,Vinson & Elkins
,14997,PENNSYLVANIA ASSOCIATION FOR JUSTICE
D000035625,15271,Mark Pryor for Senate
D000036985,2183,Reality Mobile
D000001024,1466,Kraft Foods
D000021828,0,American College of Cardiology
D000000345,2513,Sunoco Inc
D000000517,0,DE Shaw & Co
D000022304,0,Van Scoyoc Assoc
D000022045,0,International Council of Shopping Cntrs
,17351,ALLIANZ
D000022301,9291,US Oncology
D000000333,13466,"Kleiner, Perkins et al"
D000029530,2658,Tudor Investment
D000044790,4868,Dem House Campaign Cmte of Missouri
D000025863,6802,Focus on the Family
D000022215,2190,Reed Smith LLP
D000022253,0,SLM Corp
D000021891,481,Capital One Financial
D000000795,0,New York Mercantile Exchange
D000022171,0,Our Common Values PAC
D000021951,761,DaVita Inc
D000000851,1113,Girardi & Keese
D000000343,1909,Northwestern Mutual
D000000915,4069,FLORIDA MEDICAL ASSOC
,14902,PANTER & MALLET FOR ASSEMBLY
D000033859,0,Friends of Jay Rockefeller
D000035725,0,McCrery for Congress
D000000240,1818,National Assn of Convenience Stores
D000000304,134,American Federation of Govt Employees
D000000055,1758,Monsanto Co
D000000772,2468,Station Casinos
D000000221,8774,National Rural Letter Carriers Assn
D000028488,2131,Publix Super Markets
D000022326,4771,"Wolf, Block et al"
D000025483,788,Devon Energy
,11762,DONT SILENCE OUR VOICE CMTE
D000021933,674,Constellation Energy
,10452,BLUE TEXAS
D000045124,15338,Rady Children's Hospital San Diego
D000044982,13807,Lucile Packard Childrenâ€™s Hospital
D000021830,0,American College of Surgeons Prof Assn
D000044749,11042,Children's Hospital/Research Ctr Oakland
D000021811,5667,"Akerman, Senterfitt & Eidson"
D000031812,0,Barney Frank for Congress Cmte
D000045007,14188,Miller Childrens Hospital
D000044748,11046,Childrens Hospital of Orange County
D000000359,0,Farm Credit Council
D000022296,2706,University of Texas
D000000159,153,American Maritime Officers
D000028543,0,Realogy Corp
D000044746,11044,Children's Hospital Central California
D000035740,1677,McKinley Capital Management
D000033054,0,Dave Camp for Congress 2006
D000000561,851,DTE Energy
D000000223,2322,Schering-Plough Corp
D000028658,4865,Republican Party of Missouri
D000025391,4859,Democratic Party of Michigan
D000022219,2202,Renaissance Technologies
,13022,HUSTED FOR OHIO
D000021853,0,Automotive Free International Trade PAC
D000030456,11547,Tom Davis for Congress
D000022132,0,National Community Pharmacists Assn
,16719,UNION CITY FIRST
D000000251,12142,Flo-Sun Inc
D000021845,0,Apollo Advisors
D000000550,1442,King & Spalding
,14590,NO ON PROP 4 - CAMPAIGN FOR TEEN HEALTH & SAFETY
D000000201,2589,Textron Inc
D000021989,1032,Fortress Investment Group
D000022299,0,US Dept of Defense
D000000724,6083,"Brownstein, Hyatt et al"
D000000639,1057,Fulbright & Jaworski
D000022155,14556,Newmark Knight Frank
D000000547,16508,Gap Inc
D000022297,16761,University of Washington
D000021963,852,Duane Morris LLP
D000000677,1198,Hartford Financial Services
D000021935,6441,Cooney & Conway
,9949,AMERICAN CIVIL RIGHTS COALITION
D000000709,2523,Susman Godfrey Llp
,12586,GREATER PHOENIX CHAMBER OF COMMERCE
D000045029,14403,National Alliance of State Pharmacy
D000028665,4899,Republican Party of New York
D000000538,238,Arnold & Porter
D000000470,2789,Washington Mutual
D000021885,457,California Dairies Inc
D000023647,4485,Salt River Pima-Maricopa Indians
D000000923,4075,TEXAS MEDICAL ASSOC
D000022179,14977,Pederson Group
,14941,PASSAMAQUODDY TRIBE
D000021988,1018,Foley & Lardner
D000000188,839,Dow Chemical
D000021940,695,Corrections Corp of America
D000021836,0,American Podiatric Medical Assn
D000000452,12074,Federated Investors Inc
D000000769,0,"Paul, Weiss et al"
D000000549,3488,E&J Gallo Winery
D000022199,15228,Pritzker Group
D000000347,53,AG Spanos Companies
D000000520,0,PAC to the Future
D000000553,8741,"Robins, Kaplan et al"
D000022302,0,US-Cuba Democracy PAC
D000026667,3868,Intuit Inc
D000000381,0,US Dept of State
D000022528,11784,DreamWorks Animation SKG
D000000768,713,Cox Enterprises
D000022150,0,New Democrat Coalition
,14271,MISSOURI SENATE REPUBLICANS
D000000177,183,American Trucking Assns
D000000149,3264,Bristol-Myers Squibb
D000038817,10906,Carl's Jr
,16940,WAKE UP ARIZONA!
D000022140,0,"National Stone, Sand & Gravel Assn"
D000036025,1775,Mostyn Law Firm
D000027998,1891,Nike Inc
D000000479,2887,Winston & Strawn
D000031935,10353,"Bernstein, Litowitz et al"
D000019533,2719,US Steel
D000000245,1594,MacAndrews & Forbes
D000044842,12183,Florida League of Cities
,4873,NORTH CAROLINA DEMOCRATIC HOUSE CMTE
D000031305,0,Adam Putnam Cmte 2002
D000022287,2651,Troutman Sanders
D000000152,127,American Council of Life Insurers
D000031993,10431,BLS Investments
,12007,"EVANS FOR STATE REP, CITIZENS TO ELECT DWIGHT"
D000000317,1083,General Atomics
D000022105,1675,McKesson Corp
D000000959,0,Liberty Media
D000022278,0,TPG Capital
D000000145,2332,Seafarers International Union
D000031082,2870,Williams Kherkher
D000000207,0,Loews Corp
D000021021,0,AMR Corp
,10714,CALIFORNIA ALLIANCE FOR JOBS REBUILD CALIFORNIA CMTE
D000000287,1958,OSI Restaurant Partners
D000000171,1338,International Paper
D000045185,16057,South Dakota Conservative Action Council
D000032079,398,BP Capital
D000022086,0,Livingston Group
D000044823,11971,Equality Federation
D000020584,15911,Shangri-La Entertainment
D000000496,0,US Senate
D000000529,2059,Pilgrim's Pride Corp
D000030649,0,University of Chicago
D000033618,0,Feinstein 2000
D000000277,1014,Fluor Corp
,16330,"SZOLLOSI, FRIENDS OF MATT"
,16426,TEXANS FOR ECONOMIC DEVELOPMENT
D000022061,1440,Kindred Healthcare
D000030891,0,Wally Herger for Congress Cmte
D000029577,1739,United Mine Workers of America
D000034890,0,John D Dingell for Congress Cmte
D000043711,4092,Midamerica Energy Holdings
D000000755,0,National Multi Housing Council
D000032902,11397,"Coughlin, Stoia et al"
D000022104,1673,"McKenna, Long & Aldridge"
,12671,"HACKNEY FOR HOUSE CMTE, JOE"
D000025307,11595,Defenders of Wildlife
D000032594,0,Citizens for Harkin
D000031871,336,Becerra for Congress
D000021695,367,Bingham McCutchen LLP
D000024337,305,BGR Holding
D000000388,311,Baron & Budd
D000033096,0,Debbie Wasserman Schultz for Congress
D000022288,2652,TRT Holdings
D000037466,4499,Seminole Tribe of Florida
D000024003,0,American Seniors Housing Assn
D000000163,3786,Freddie Mac
D000044888,12739,Hartman & Tyner
D000000812,0,State of California
D000022068,1478,L-3 Communications
D000022267,2472,Steptoe & Johnson
D000022157,1893,Nixon Peabody LLP
D000028855,3069,SABMiller
D000027041,1441,Kinetic Concepts
D000022106,0,McKinsey & Co
D000023903,106,American Academy of Family Physicians
D000024670,528,Centene Corp
D000000371,1365,Jacobs Engineering Group
D000022195,4411,PPL Corp
D000000412,0,US House of Representatives
D000030886,2776,Wallace & Graham
D000022175,14932,Parsons Corp
,14508,NEW YORK DEMOCRATIC SENATE CAMPAIGN CMTE 
D000022154,0,New York University
D000023648,874,Eastern Band of Cherokee Indians
D000021912,591,Citadel Investment Group
,15258,PROMOTE OREGON LEADERSHIP PAC
,11501,CYPRESS LAND CO
D000000308,0,National Mining Assn
D000040450,8588,Progressive Insurance
D000000146,0,National Cmte for an Effective Congress
,16690,"TURZAI, FRIENDS OF MIKE"
D000021957,0,Democratic Congressional Campaign Cmte
D000033864,0,Friends of Jim Saxton
D000024424,391,Border Health
,15587,ROCKIT FUND
,16243,STRENGTHENING CALIFORNIA THROUGH LEADERSHIP
D000044981,7574,LOUISIANA ASSOC OF BUSINESS & INDUSTRY
D000000237,0,Bechtel Group
D000032550,576,Choctaw Nation of Oklahoma        
